title,custom__category,base_url,custom__name_en,page__about_ru,page__about_en,readability_ru,readability_en
Белгородский государственный аграрный университет имени В.Я. Горина,аграрный,http://bsaa.edu.ru/,Belgorod State Agricultural University,http://bsaa.edu.ru/about/,http://bsaa.edu.ru/for-foreign-citizens/About%20BSAA.php,"{
    ""c_share"": 60.35353535353536,
    ""avg_slen"": 23.294117647058822,
    ""avg_syl"": 3.090909090909091,
    ""n_syllabes"": 1224,
    ""n_words"": 396,
    ""n_sentences"": 17,
    ""n_complex_words"": 239,
    ""n_simple_words"": 157,
    ""chars"": 3523,
    ""letters"": 2964,
    ""spaces"": 390,
    ""index_fl"": -9.210989304812813,
    ""index_flk"": 17.387754010695186,
    ""index_gf"": 33.45906120023767,
    ""index_SMOG"": 24.54909798154546
}","{
    ""c_share"": 25.825825825825827,
    ""avg_slen"": 19.02857142857143,
    ""avg_syl"": 1.897897897897898,
    ""n_syllabes"": 1264,
    ""n_words"": 666,
    ""n_sentences"": 35,
    ""n_complex_words"": 172,
    ""n_simple_words"": 494,
    ""chars"": 4425,
    ""letters"": 3606,
    ""spaces"": 651,
    ""index_fl"": 26.958837837837848,
    ""index_flk"": 14.226338052338054,
    ""index_dc"": 5.0217150407550415,
    ""index_gf"": 17.941758901758902,
    ""index_SMOG"": 15.79322349908196
}"
Московский институт электронной техники МИЭТ,спец технический,https://miet.ru/,National Research University of Electronic Technology (MIET),https://miet.ru/page/104640,https://eng.miet.ru/page/117073,"{
    ""c_share"": 56.52173913043478,
    ""avg_slen"": 19.714285714285715,
    ""avg_syl"": 2.920289855072464,
    ""n_syllabes"": 403,
    ""n_words"": 138,
    ""n_sentences"": 7,
    ""n_complex_words"": 78,
    ""n_simple_words"": 60,
    ""chars"": 1116,
    ""letters"": 934,
    ""spaces"": 136,
    ""index_fl"": 5.697008281573488,
    ""index_flk"": 14.388115942028985,
    ""index_gf"": 30.494409937888204,
    ""index_SMOG"": 22.198771732885177
}","{
    ""c_share"": 25.839793281653748,
    ""avg_slen"": 20.36842105263158,
    ""avg_syl"": 2.0025839793281652,
    ""n_syllabes"": 775,
    ""n_words"": 387,
    ""n_sentences"": 19,
    ""n_complex_words"": 100,
    ""n_simple_words"": 287,
    ""chars"": 2643,
    ""letters"": 2184,
    ""spaces"": 376,
    ""index_fl"": 16.742447980416188,
    ""index_flk"": 15.984175166598664,
    ""index_dc"": 5.090377043383653,
    ""index_gf"": 18.48328573371413,
    ""index_SMOG"": 16.235038790447152
}"
Ивановский государственный университет,общий,http://ivanovo.ac.ru/,Ivanovo State University,,,,
Сибирский государственный университет путей сообщения,транспорт ,http://www.stu.ru/,Siberian State Transport University,http://www.stu.ru/education/index.php?page=33,http://www.stu.ru/en/stu_today/,"{
    ""c_share"": 61.79775280898876,
    ""avg_slen"": 25.428571428571427,
    ""avg_syl"": 2.966292134831461,
    ""n_syllabes"": 528,
    ""n_words"": 178,
    ""n_sentences"": 7,
    ""n_complex_words"": 110,
    ""n_simple_words"": 68,
    ""chars"": 1538,
    ""letters"": 1301,
    ""spaces"": 161,
    ""index_fl"": -4.496300160513641,
    ""index_flk"": 17.523932584269662,
    ""index_gf"": 34.89052969502408,
    ""index_SMOG"": 25.775139388820286
}","{
    ""c_share"": 27.692307692307693,
    ""avg_slen"": 21.666666666666668,
    ""avg_syl"": 2.0,
    ""n_syllabes"": 260,
    ""n_words"": 130,
    ""n_sentences"": 6,
    ""n_complex_words"": 36,
    ""n_simple_words"": 94,
    ""chars"": 901,
    ""letters"": 737,
    ""spaces"": 125,
    ""index_fl"": 15.643333333333345,
    ""index_flk"": 16.460000000000004,
    ""index_dc"": 5.447282051282052,
    ""index_gf"": 19.743589743589748,
    ""index_SMOG"": 17.122413403193683
}"
Новосибирский государственный медицинский университет,медицинский,http://www.ngmu.ru/,Novosibirsk State Medical University,https://ngmu.ru/about/,https://en.ngmu.ru/main.html,"{
    ""c_share"": 59.72850678733032,
    ""avg_slen"": 19.644444444444446,
    ""avg_syl"": 3.065610859728507,
    ""n_syllabes"": 2710,
    ""n_words"": 884,
    ""n_sentences"": 45,
    ""n_complex_words"": 528,
    ""n_simple_words"": 356,
    ""chars"": 7623,
    ""letters"": 6415,
    ""spaces"": 868,
    ""index_fl"": -2.945990447461071,
    ""index_flk"": 15.414737053795879,
    ""index_gf"": 31.749180492709907,
    ""index_SMOG"": 22.69751454998335
}","{
    ""c_share"": 22.68041237113402,
    ""avg_slen"": 16.869565217391305,
    ""avg_syl"": 1.7371134020618557,
    ""n_syllabes"": 674,
    ""n_words"": 388,
    ""n_sentences"": 23,
    ""n_complex_words"": 88,
    ""n_simple_words"": 300,
    ""chars"": 2417,
    ""letters"": 1938,
    ""spaces"": 421,
    ""index_fl"": 42.752597489914876,
    ""index_flk"": 11.487068579112506,
    ""index_dc"": 4.417967548184671,
    ""index_gf"": 15.81999103541013,
    ""index_SMOG"": 14.303452155134387
}"
Первый Санкт-Петербургский государственный медицинский университет имени академика И.П. Павлова,медицинский,https://www.1spbgmu.ru/,Pavlov First Saint Petersburg State Medical University,https://www.1spbgmu.ru/universitet/istoriya,https://en.1spbgmu.ru/history/,"{
    ""c_share"": 52.36220472440945,
    ""avg_slen"": 15.393939393939394,
    ""avg_syl"": 2.6535433070866143,
    ""n_syllabes"": 1348,
    ""n_words"": 508,
    ""n_sentences"": 33,
    ""n_complex_words"": 266,
    ""n_simple_words"": 242,
    ""chars"": 3955,
    ""letters"": 3215,
    ""spaces"": 506,
    ""index_fl"": 27.344926031973273,
    ""index_flk"": 10.323896444762589,
    ""index_gf"": 27.102457647339538,
    ""index_SMOG"": 19.34827591225668
}","{
    ""c_share"": 24.669603524229075,
    ""avg_slen"": 19.457142857142856,
    ""avg_syl"": 1.7973568281938326,
    ""n_syllabes"": 1224,
    ""n_words"": 681,
    ""n_sentences"": 35,
    ""n_complex_words"": 168,
    ""n_simple_words"": 513,
    ""chars"": 4243,
    ""letters"": 3389,
    ""spaces"": 661,
    ""index_fl"": 35.02961233480178,
    ""index_flk"": 13.207096286972941,
    ""index_dc"": 4.860404682190056,
    ""index_gf"": 17.65069855254877,
    ""index_SMOG"": 15.6451
}"
Северный государственный медицинский университет,медицинский,http://www.nsmu.ru/,North State Medical University,http://www.nsmu.ru/university/visit_card/,http://www.nsmu.ru/eng/About%20NSMU/about_nsmu.php,"{
    ""c_share"": 64.16184971098266,
    ""avg_slen"": 18.210526315789473,
    ""avg_syl"": 3.26878612716763,
    ""n_syllabes"": 1131,
    ""n_words"": 346,
    ""n_sentences"": 19,
    ""n_complex_words"": 222,
    ""n_simple_words"": 124,
    ""chars"": 3126,
    ""letters"": 2655,
    ""spaces"": 338,
    ""index_fl"": -13.29273045330089,
    ""index_flk"": 16.19529662306054,
    ""index_gf"": 32.94895041070885,
    ""index_SMOG"": 22.65650899621
}","{
    ""c_share"": 24.778761061946902,
    ""avg_slen"": 18.833333333333332,
    ""avg_syl"": 1.8141592920353982,
    ""n_syllabes"": 410,
    ""n_words"": 226,
    ""n_sentences"": 12,
    ""n_complex_words"": 56,
    ""n_simple_words"": 170,
    ""chars"": 1471,
    ""letters"": 1164,
    ""spaces"": 226,
    ""index_fl"": 34.24129056047198,
    ""index_flk"": 13.162079646017698,
    ""index_dc"": 4.84669970501475,
    ""index_gf"": 17.444837758112097,
    ""index_SMOG"": 15.470042427545799
}"
Пятигорский государственный университет,общий,https://pgu.ru/,Pyatigorsk State University,https://pgu.ru/sveden/today.php,https://pgu.ru/en/sveden/today.php,"{
    ""c_share"": 58.91891891891892,
    ""avg_slen"": 27.96511627906977,
    ""avg_syl"": 3.015176715176715,
    ""n_syllabes"": 14503,
    ""n_words"": 4810,
    ""n_sentences"": 172,
    ""n_complex_words"": 2834,
    ""n_simple_words"": 1976,
    ""chars"": 40597,
    ""letters"": 34041,
    ""spaces"": 4736,
    ""index_fl"": -10.73177174491127,
    ""index_flk"": 19.123696997534207,
    ""index_gf"": 34.75361407919547,
    ""index_SMOG"": 26.318026033376263
}","{
    ""c_share"": 30.91617933723197,
    ""avg_slen"": 28.65921787709497,
    ""avg_syl"": 2.069980506822612,
    ""n_syllabes"": 10619,
    ""n_words"": 5130,
    ""n_sentences"": 179,
    ""n_complex_words"": 1586,
    ""n_simple_words"": 3544,
    ""chars"": 35954,
    ""letters"": 29531,
    ""spaces"": 5041,
    ""index_fl"": 2.625542977555625,
    ""index_flk"": 20.012864952573867,
    ""index_dc"": 6.303161924052839,
    ""index_gf"": 23.83015888573078,
    ""index_SMOG"": 20.13384061735983
}"
Санкт-Петербургский государственный университет аэрокосмического приборостроения,спец технический,https://new.guap.ru/,St. Petersburg State University of Aerospace Instrumentation,https://guap.ru/history,http://suai.ru/about-us/univercity-history.php,"{
    ""c_share"": 50.47923322683706,
    ""avg_slen"": 22.357142857142858,
    ""avg_syl"": 2.862619808306709,
    ""n_syllabes"": 896,
    ""n_words"": 313,
    ""n_sentences"": 14,
    ""n_complex_words"": 158,
    ""n_simple_words"": 155,
    ""chars"": 2443,
    ""letters"": 2035,
    ""spaces"": 306,
    ""index_fl"": 5.727263806481062,
    ""index_flk"": 15.262124600638973,
    ""index_gf"": 29.13455043359197,
    ""index_SMOG"": 22.32062391030999
}","{
    ""c_share"": 30.017761989342805,
    ""avg_slen"": 13.404761904761905,
    ""avg_syl"": 1.9733570159857905,
    ""n_syllabes"": 1111,
    ""n_words"": 563,
    ""n_sentences"": 42,
    ""n_complex_words"": 169,
    ""n_simple_words"": 394,
    ""chars"": 3774,
    ""letters"": 2979,
    ""spaces"": 545,
    ""index_fl"": 26.28316311426883,
    ""index_flk"": 12.923469931489471,
    ""index_dc"": 5.404680808593421,
    ""index_gf"": 17.369009557641885,
    ""index_SMOG"": 14.588546539863955
}"
Самарский государственный медицинский университет,медицинский,https://samsmu.ru/,Samara State Medical University,https://samsmu.ru/university/,https://samsmu.ru/eng/,"{
    ""c_share"": 52.88461538461539,
    ""avg_slen"": 16.0,
    ""avg_syl"": 2.7451923076923075,
    ""n_syllabes"": 571,
    ""n_words"": 208,
    ""n_sentences"": 13,
    ""n_complex_words"": 110,
    ""n_simple_words"": 98,
    ""chars"": 1650,
    ""letters"": 1340,
    ""spaces"": 205,
    ""index_fl"": 21.0489423076923,
    ""index_flk"": 11.289903846153845,
    ""index_gf"": 27.553846153846155,
    ""index_SMOG"": 19.746749792175322
}","{
    ""c_share"": 28.272251308900522,
    ""avg_slen"": 17.363636363636363,
    ""avg_syl"": 2.026178010471204,
    ""n_syllabes"": 387,
    ""n_words"": 191,
    ""n_sentences"": 11,
    ""n_complex_words"": 54,
    ""n_simple_words"": 137,
    ""chars"": 1319,
    ""letters"": 1065,
    ""spaces"": 185,
    ""index_fl"": 17.796249405045245,
    ""index_flk"": 15.09071870537839,
    ""index_dc"": 5.3254248453117565,
    ""index_gf"": 18.254355069014757,
    ""index_SMOG"": 15.786528217884904
}"
Российский государственный гидрометеорологический университет,спец технический,http://www.rshu.ru/,Russian State Hydrometeorological University,http://www.rshu.ru/university/history/,http://www.rshu.ru/eng/,"{
    ""c_share"": 49.074074074074076,
    ""avg_slen"": 17.05263157894737,
    ""avg_syl"": 2.638888888888889,
    ""n_syllabes"": 855,
    ""n_words"": 324,
    ""n_sentences"": 19,
    ""n_complex_words"": 159,
    ""n_simple_words"": 165,
    ""chars"": 2462,
    ""letters"": 1991,
    ""spaces"": 310,
    ""index_fl"": 26.069356725146207,
    ""index_flk"": 11.029678362573101,
    ""index_gf"": 26.45068226120858,
    ""index_SMOG"": 19.65506000874159
}","{
    ""c_share"": 33.94833948339483,
    ""avg_slen"": 27.1,
    ""avg_syl"": 2.263837638376384,
    ""n_syllabes"": 1227,
    ""n_words"": 542,
    ""n_sentences"": 20,
    ""n_complex_words"": 184,
    ""n_simple_words"": 358,
    ""chars"": 4147,
    ""letters"": 3474,
    ""spaces"": 510,
    ""index_fl"": -12.192164206642047,
    ""index_flk"": 21.692284132841333,
    ""index_dc"": 6.704602804428044,
    ""index_gf"": 24.419335793357934,
    ""index_SMOG"": 20.456717378047102
}"
Красноярский государственный педагогический университет им. В. П. Aстафьева,гуманитарный,http://www.kspu.ru/,Krasnoyarsk State Pedagogical University,,,,
Ивановский государственный химико-технологический университет,спец технический,https://www.isuct.ru/,Ivanovo State University of Chemistry and Technology,https://www.isuct.ru/common/mission,https://www.isuct.ru/en/mission,"{
    ""c_share"": 67.5,
    ""avg_slen"": 40.0,
    ""avg_syl"": 3.42,
    ""n_syllabes"": 684,
    ""n_words"": 200,
    ""n_sentences"": 5,
    ""n_complex_words"": 135,
    ""n_simple_words"": 65,
    ""chars"": 1837,
    ""letters"": 1607,
    ""spaces"": 197,
    ""index_fl"": -50.706999999999994,
    ""index_flk"": 27.976000000000003,
    ""index_gf"": 43.0,
    ""index_SMOG"": 32.813400396000574
}","{
    ""c_share"": 28.51063829787234,
    ""avg_slen"": 21.363636363636363,
    ""avg_syl"": 2.072340425531915,
    ""n_syllabes"": 487,
    ""n_words"": 235,
    ""n_sentences"": 11,
    ""n_complex_words"": 67,
    ""n_simple_words"": 168,
    ""chars"": 1663,
    ""letters"": 1400,
    ""spaces"": 222,
    ""index_fl"": 9.830909090909103,
    ""index_flk"": 17.195435203094778,
    ""index_dc"": 5.561466150870407,
    ""index_gf"": 19.949709864603484,
    ""index_SMOG"": 17.228024813938504
}"
Московский автомобильно-дорожный государственный технический университет (МАДИ),транспорт ,http://www.madi.ru/,Moscow Automobile and Road Construction State Technical University,https://www.madi.ru/18-istoriya-universiteta.html,https://en.madi.ru/14-information-for-applicants.html,"{
    ""c_share"": 56.22568093385214,
    ""avg_slen"": 19.037037037037038,
    ""avg_syl"": 2.9260700389105057,
    ""n_syllabes"": 1504,
    ""n_words"": 514,
    ""n_sentences"": 27,
    ""n_complex_words"": 289,
    ""n_simple_words"": 225,
    ""chars"": 4287,
    ""letters"": 3597,
    ""spaces"": 509,
    ""index_fl"": 6.23004251333046,
    ""index_flk"": 14.09845943219484,
    ""index_gf"": 30.105087188355675,
    ""index_SMOG"": 21.819215064148512
}","{
    ""c_share"": 22.285714285714285,
    ""avg_slen"": 30.0,
    ""avg_syl"": 1.8123809523809524,
    ""n_syllabes"": 1903,
    ""n_words"": 1050,
    ""n_sentences"": 35,
    ""n_complex_words"": 234,
    ""n_simple_words"": 816,
    ""chars"": 6553,
    ""letters"": 5285,
    ""spaces"": 1000,
    ""index_fl"": 23.057571428571464,
    ""index_flk"": 17.49609523809524,
    ""index_dc"": 5.006914285714286,
    ""index_gf"": 20.914285714285715,
    ""index_SMOG"": 17.900404207821325
}"
Тамбовский государственный университет им. Г. Р. Державина,общий,http://www.tsutmb.ru/,Tambov State University,https://www.tsutmb.ru/about/miss/,http://eng.tsutmb.ru/about/mission-of-the-university.html,"{
    ""c_share"": 58.75,
    ""avg_slen"": 11.428571428571429,
    ""avg_syl"": 3.1375,
    ""n_syllabes"": 251,
    ""n_words"": 80,
    ""n_sentences"": 7,
    ""n_complex_words"": 47,
    ""n_simple_words"": 33,
    ""chars"": 658,
    ""letters"": 560,
    ""spaces"": 79,
    ""index_fl"": 3.4141071428571195,
    ""index_flk"": 11.913750000000004,
    ""index_gf"": 28.071428571428573,
    ""index_SMOG"": 17.93193317476759
}","{
    ""c_share"": 28.31858407079646,
    ""avg_slen"": 16.142857142857142,
    ""avg_syl"": 1.9292035398230087,
    ""n_syllabes"": 218,
    ""n_words"": 113,
    ""n_sentences"": 7,
    ""n_complex_words"": 32,
    ""n_simple_words"": 81,
    ""chars"": 694,
    ""letters"": 572,
    ""spaces"": 112,
    ""index_fl"": 27.239380530973477,
    ""index_flk"": 13.47031605562579,
    ""index_dc"": 5.272190139064476,
    ""index_gf"": 17.78457648546144,
    ""index_SMOG"": 15.343465313023842
}"
Московский государственный лингвистический университет,гуманитарный,https://linguanet.ru/,Moscow State Linguistic University,https://linguanet.ru/ob-universitete/,https://linguanet.ru/en/about/mslu-at-a-glance/,"{
    ""c_share"": 57.168458781362006,
    ""avg_slen"": 12.130434782608695,
    ""avg_syl"": 2.770609318996416,
    ""n_syllabes"": 1546,
    ""n_words"": 558,
    ""n_sentences"": 46,
    ""n_complex_words"": 319,
    ""n_simple_words"": 239,
    ""chars"": 4562,
    ""letters"": 3712,
    ""spaces"": 528,
    ""index_fl"": 24.551814710924106,
    ""index_flk"": 9.579361072152096,
    ""index_gf"": 27.719557425588278,
    ""index_SMOG"": 18.173031992089324
}","{
    ""c_share"": 25.722543352601157,
    ""avg_slen"": 15.727272727272727,
    ""avg_syl"": 1.9566473988439306,
    ""n_syllabes"": 1354,
    ""n_words"": 692,
    ""n_sentences"": 44,
    ""n_complex_words"": 178,
    ""n_simple_words"": 514,
    ""chars"": 4713,
    ""letters"": 3826,
    ""spaces"": 659,
    ""index_fl"": 25.339448239621674,
    ""index_flk"": 13.632075669994745,
    ""index_dc"": 4.84166232264845,
    ""index_gf"": 16.579926431949556,
    ""index_SMOG"": 14.619326736428896
}"
Уральский государственный юридический университет,гуманитарный,https://www.usla.ru/,Ural State Law Academy,https://www.usla.ru/university/,http://eng.usla.ru/about/uslu-today.php,"{
    ""c_share"": 59.2057761732852,
    ""avg_slen"": 26.38095238095238,
    ""avg_syl"": 2.953068592057762,
    ""n_syllabes"": 1636,
    ""n_words"": 554,
    ""n_sentences"": 21,
    ""n_complex_words"": 328,
    ""n_simple_words"": 226,
    ""chars"": 4536,
    ""letters"": 3749,
    ""spaces"": 542,
    ""index_fl"": -4.93966047790957,
    ""index_flk"": 17.89406738868833,
    ""index_gf"": 34.234691421695025,
    ""index_SMOG"": 25.706410734451964
}","{
    ""c_share"": 28.974358974358974,
    ""avg_slen"": 21.08108108108108,
    ""avg_syl"": 1.9987179487179487,
    ""n_syllabes"": 1559,
    ""n_words"": 780,
    ""n_sentences"": 37,
    ""n_complex_words"": 226,
    ""n_simple_words"": 554,
    ""chars"": 5276,
    ""letters"": 4207,
    ""spaces"": 770,
    ""index_fl"": 16.346164241164274,
    ""index_flk"": 16.216493416493417,
    ""index_dc"": 5.6206729036729035,
    ""index_gf"": 20.022176022176026,
    ""index_SMOG"": 17.247916484355866
}"
Ивановская государственная медицинская академия,медицинский,https://isma.ivanovo.ru/,Ivanovo State Medical Academy,https://isma.ivanovo.ru/articles/5,https://isma.ivanovo.ru/articles/2722,"{
    ""c_share"": 53.71549893842887,
    ""avg_slen"": 17.977099236641223,
    ""avg_syl"": 2.7422505307855625,
    ""n_syllabes"": 6458,
    ""n_words"": 2355,
    ""n_sentences"": 131,
    ""n_complex_words"": 1265,
    ""n_simple_words"": 1090,
    ""chars"": 18382,
    ""letters"": 15185,
    ""spaces"": 2357,
    ""index_fl"": 18.655514092154107,
    ""index_flk"": 12.237207500688807,
    ""index_gf"": 28.677039270028036,
    ""index_SMOG"": 20.881396819465703
}","{
    ""c_share"": 30.835734870317,
    ""avg_slen"": 21.6875,
    ""avg_syl"": 1.9711815561959654,
    ""n_syllabes"": 684,
    ""n_words"": 347,
    ""n_sentences"": 16,
    ""n_complex_words"": 107,
    ""n_simple_words"": 240,
    ""chars"": 2258,
    ""letters"": 1825,
    ""spaces"": 341,
    ""index_fl"": 18.060227845821345,
    ""index_flk"": 16.128067363112397,
    ""index_dc"": 5.9446625360230545,
    ""index_gf"": 21.009293948126803,
    ""index_SMOG"": 17.902376739606552
}"
Омский государственный университет,общий,https://omsu.ru/,Dostoevsky Omsk State University,,,,
Тульский государственный педагогический университет им. Л.Н.Толстого,гуманитарный,https://tsput.ru/,Tula State Pedagogical University,https://tsput.ru/sveden/common/,https://tsput.ru/english/about-university.php,"{
    ""c_share"": 40.36697247706422,
    ""avg_slen"": 15.571428571428571,
    ""avg_syl"": 2.073394495412844,
    ""n_syllabes"": 226,
    ""n_words"": 109,
    ""n_sentences"": 7,
    ""n_complex_words"": 44,
    ""n_simple_words"": 65,
    ""chars"": 884,
    ""letters"": 542,
    ""spaces"": 105,
    ""index_fl"": 61.981133682830944,
    ""index_flk"": 6.17577981651376,
    ""index_gf"": 22.37536041939712,
    ""index_SMOG"": 17.451712890111914
}","{
    ""c_share"": 31.00263852242744,
    ""avg_slen"": 26.137931034482758,
    ""avg_syl"": 2.0606860158311346,
    ""n_syllabes"": 1562,
    ""n_words"": 758,
    ""n_sentences"": 29,
    ""n_complex_words"": 235,
    ""n_simple_words"": 523,
    ""chars"": 5248,
    ""letters"": 4240,
    ""spaces"": 748,
    ""index_fl"": 5.970963060686017,
    ""index_flk"": 18.919888090255665,
    ""index_dc"": 6.191758002001638,
    ""index_gf"": 22.85622782276408,
    ""index_SMOG"": 19.39132134591238
}"
Ставропольский государственный медицинский университет,медицинский,https://stgmu.ru/,Stavropol State Medical University,https://stgmu.ru/?s=academy&page=10000646,https://stavmed.com/,"{
    ""c_share"": 62.519561815336466,
    ""avg_slen"": 27.782608695652176,
    ""avg_syl"": 3.151799687010955,
    ""n_syllabes"": 4028,
    ""n_words"": 1278,
    ""n_sentences"": 46,
    ""n_complex_words"": 799,
    ""n_simple_words"": 479,
    ""chars"": 11159,
    ""letters"": 9432,
    ""spaces"": 1263,
    ""index_fl"": -18.705552493706193,
    ""index_flk"": 20.03161597604954,
    ""index_gf"": 36.12086820439546,
    ""index_SMOG"": 26.93800431257216
}","{
    ""c_share"": 27.53267973856209,
    ""avg_slen"": 21.663716814159294,
    ""avg_syl"": 1.9252450980392157,
    ""n_syllabes"": 4713,
    ""n_words"": 2448,
    ""n_sentences"": 113,
    ""n_complex_words"": 674,
    ""n_simple_words"": 1774,
    ""chars"": 16270,
    ""letters"": 13380,
    ""spaces"": 2404,
    ""index_fl"": 21.97059213951067,
    ""index_flk"": 15.57674171438487,
    ""index_dc"": 5.421930484701256,
    ""index_gf"": 19.678558621088555,
    ""index_SMOG"": 17.08107412998941
}"
Поволжский государственный технологический университет,спец технический,https://www.volgatech.net/,Volga State University of Technology,https://www.volgatech.net/about_the_university/about/,https://eng.volgatech.net/about-university/,"{
    ""c_share"": 52.828054298642535,
    ""avg_slen"": 15.785714285714286,
    ""avg_syl"": 2.77262443438914,
    ""n_syllabes"": 2451,
    ""n_words"": 884,
    ""n_sentences"": 56,
    ""n_complex_words"": 467,
    ""n_simple_words"": 417,
    ""chars"": 7077,
    ""letters"": 5939,
    ""spaces"": 869,
    ""index_fl"": 19.67884292178411,
    ""index_flk"": 11.385158371040724,
    ""index_gf"": 27.44550743374273,
    ""index_SMOG"": 19.626266688555948
}","{
    ""c_share"": 29.559748427672957,
    ""avg_slen"": 39.75,
    ""avg_syl"": 1.9371069182389937,
    ""n_syllabes"": 308,
    ""n_words"": 159,
    ""n_sentences"": 4,
    ""n_complex_words"": 47,
    ""n_simple_words"": 112,
    ""chars"": 1028,
    ""letters"": 842,
    ""spaces"": 157,
    ""index_fl"": 2.6095047169811494,
    ""index_flk"": 22.77036163522013,
    ""index_dc"": 6.639084276729561,
    ""index_gf"": 27.723899371069184,
    ""index_SMOG"": 22.711407639805884
}"
Российский новый университет (РосНОУ),общий,https://rosnou.ru/,Russian New University,https://rosnou.ru/university/,https://rosnou.ru/en/university/,"{
    ""c_share"": 61.02661596958175,
    ""avg_slen"": 21.04,
    ""avg_syl"": 3.1311787072243344,
    ""n_syllabes"": 1647,
    ""n_words"": 526,
    ""n_sentences"": 25,
    ""n_complex_words"": 321,
    ""n_simple_words"": 205,
    ""chars"": 4597,
    ""letters"": 3801,
    ""spaces"": 507,
    ""index_fl"": -8.700840304182492,
    ""index_flk"": 16.577204562737638,
    ""index_gf"": 32.8266463878327,
    ""index_SMOG"": 23.59955272581923
}","{
    ""c_share"": 31.829896907216494,
    ""avg_slen"": 20.42105263157895,
    ""avg_syl"": 2.1198453608247423,
    ""n_syllabes"": 1645,
    ""n_words"": 776,
    ""n_sentences"": 38,
    ""n_complex_words"": 247,
    ""n_simple_words"": 529,
    ""chars"": 5571,
    ""letters"": 4523,
    ""spaces"": 746,
    ""index_fl"": 6.768714053174193,
    ""index_flk"": 17.388385784047752,
    ""index_dc"": 6.0388249321758005,
    ""index_gf"": 20.90037981551818,
    ""index_SMOG"": 17.693802365651003
}"
Воронежский государственный педагогический университет,гуманитарный,http://www.vspu.ac.ru/,Voronezh State Pedagogical University,,,,
Московский государственный университет пищевых производств,спец технический,https://mgupp.ru/,Moscow State University of Food Production,,,,
Юго-Западный Государственный университет (Курский политех),общий,https://swsu.ru/,Southwest State University,https://swsu.ru/home_portal/overview.php,http://en.swsu.ru/,"{
    ""c_share"": 57.0,
    ""avg_slen"": 14.285714285714286,
    ""avg_syl"": 3.14,
    ""n_syllabes"": 314,
    ""n_words"": 100,
    ""n_sentences"": 7,
    ""n_complex_words"": 57,
    ""n_simple_words"": 43,
    ""chars"": 890,
    ""letters"": 756,
    ""spaces"": 98,
    ""index_fl"": -0.4504285714285743,
    ""index_flk"": 13.332,
    ""index_gf"": 28.514285714285712,
    ""index_SMOG"": 19.430816780756558
}","{
    ""c_share"": 21.267893660531698,
    ""avg_slen"": 13.971428571428572,
    ""avg_syl"": 1.7546012269938651,
    ""n_syllabes"": 858,
    ""n_words"": 489,
    ""n_sentences"": 35,
    ""n_complex_words"": 104,
    ""n_simple_words"": 385,
    ""chars"": 3024,
    ""letters"": 2458,
    ""spaces"": 467,
    ""index_fl"": 44.21473619631902,
    ""index_flk"": 10.563151621384755,
    ""index_dc"": 4.0511832661408125,
    ""index_gf"": 14.09572889278411,
    ""index_SMOG"": 12.976636138547548
}"
Хакасский государственный университет (ХГУ) имени Н.Ф. Катанова,общий,http://www.khsu.ru/,Khakas State University,,,,
Воронежский Государственный Медицинский Университет им. Н.Н. Бурденко,медицинский,http://vrngmu.ru/,Voronezh State Medical University,http://vrngmu.ru/entrance/poleznaya-informatsiya-dlya-abiturientov/,http://vrngmu.ru/english/,"{
    ""c_share"": 62.78855032317636,
    ""avg_slen"": 19.339285714285715,
    ""avg_syl"": 3.178208679593721,
    ""n_syllabes"": 3442,
    ""n_words"": 1083,
    ""n_sentences"": 56,
    ""n_complex_words"": 680,
    ""n_simple_words"": 403,
    ""chars"": 9392,
    ""letters"": 7975,
    ""spaces"": 1044,
    ""index_fl"": -9.316413072154063,
    ""index_flk"": 16.087173361034164,
    ""index_gf"": 32.851134414984834,
    ""index_SMOG"": 23.03607993167221
}","{
    ""c_share"": 27.480916030534353,
    ""avg_slen"": 18.714285714285715,
    ""avg_syl"": 1.8931297709923665,
    ""n_syllabes"": 248,
    ""n_words"": 131,
    ""n_sentences"": 7,
    ""n_complex_words"": 36,
    ""n_simple_words"": 95,
    ""chars"": 881,
    ""letters"": 732,
    ""spaces"": 130,
    ""index_fl"": 27.681221374045805,
    ""index_flk"": 14.047502726281355,
    ""index_dc"": 5.267465212649945,
    ""index_gf"": 18.47808069792803,
    ""index_SMOG"": 16.084390811093357
}"
